	<wordnet_pear_112651611>	rdfs:label	"dardhë"@aae	
	<wordnet_dictionary_106418901>	rdfs:label	"ажәар"@abk	
	<wordnet_thesaurus_106421016>	rdfs:label	"ажәар"@abk	
	<wordnet_one_113742573>	rdfs:label	"'n"@afr	
	<wordnet_amplitude_modulation_106281594>	rdfs:label	"AM"@afr	
	<wordnet_earth_108562067>	rdfs:label	"Aarde"@afr	
	<wordnet_alp_109193705>	rdfs:label	"Alpe"@afr	
	<wordnet_dromedary_102437312>	rdfs:label	"Arabiese kameel"@afr	
	<wordnet_gross_domestic_product_113257511>	rdfs:label	"BBP"@afr	
	<wordnet_leech_101937909>	rdfs:label	"Bloedsuier"@afr	
	<wordnet_bible_106422643>	rdfs:label	"Bybel"@afr	
	<wordnet_litchi_107766173>	rdfs:label	"Chinese pruim"@afr	
	<wordnet_deoxyribonucleic_acid_114830364>	rdfs:label	"DNA"@afr	
	<wordnet_videodisk_104533946>	rdfs:label	"DVD"@afr	
	<wordnet_database_106637824>	rdfs:label	"Databasis"@afr	
	<wordnet_alsatian_102106662>	rdfs:label	"Duitse Herdershond"@afr	
	<wordnet_rubella_114123259>	rdfs:label	"Duitse masels"@afr	
	<wordnet_first_in_first_out_100620084>	rdfs:label	"EIEU"@afr	
	<wordnet_paradise_108565506>	rdfs:label	"Eden"@afr	
	<wordnet_exodus_100060414>	rdfs:label	"Eksodus"@afr	
	<wordnet_genesis_107324380>	rdfs:label	"Genesis"@afr	
	<wordnet_noble_110271677>	rdfs:label	"Here"@afr	
	<wordnet_I.D._106887278>	rdfs:label	"ID"@afr	
	<wordnet_tiger_102129604>	rdfs:label	"Indiese tier"@afr	
	<wordnet_buying_100081572>	rdfs:label	"Kenia"@afr	
	<wordnet_cubism_108466175>	rdfs:label	"Kubisme"@afr	
	<wordnet_cupid_106881224>	rdfs:label	"Kupido"@afr	
	<wordnet_maypole_103733131>	rdfs:label	"Mei"@afr	
	<wordnet_galaxy_108271042>	rdfs:label	"Melkweg"@afr	
